9.789	1.70E+04
9.789	1.72E+04
9.788994	1.70E+04
9.789	1.71E+04
9.789	1.71E+04
9.788994	1.71E+04
9.789	1.74E+04
9.789	1.72E+04
9.789	1.72E+04
9.788994	1.70E+04
9.789	1.71E+04
9.789	1.70E+04
9.789	1.71E+04
9.789	1.74E+04
9.789	1.73E+04
9.788994	1.71E+04
9.789	1.71E+04
9.789	1.73E+04
9.789	1.71E+04
9.788999	1.67E+04
9.788997	1.71E+04
9.788997	1.71E+04
9.788994	1.70E+04
9.789	1.74E+04
9.788994	1.72E+04
9.789	1.68E+04
9.788993	1.74E+04
9.788994	1.71E+04
9.788994	1.70E+04
9.789	1.73E+04
9.789	1.70E+04
9.788999	1.74E+04
9.788999	1.69E+04
9.789	1.73E+04
9.789	1.72E+04
9.789	1.73E+04
9.788992	1.69E+04
9.788994	1.71E+04
9.789	1.71E+04
9.789001	1.72E+04
9.788993	1.73E+04
9.789	1.72E+04
9.789	1.72E+04
9.789	1.74E+04
9.789	1.70E+04
9.789	1.72E+04
9.788994	1.71E+04
9.789	1.70E+04
9.788999	1.72E+04
9.789	1.72E+04
9.789	1.72E+04
9.788999	1.70E+04
9.789	1.73E+04
9.789	1.73E+04
9.788993	1.73E+04
9.789	1.70E+04
9.789	1.72E+04
9.789	1.71E+04
9.789	1.70E+04
9.789	1.73E+04
9.788994	1.72E+04
9.789	1.73E+04
9.789	1.72E+04
9.788992	1.72E+04
9.789	1.71E+04
9.788992	1.71E+04
9.788994	1.70E+04
9.789	1.70E+04
9.789	1.73E+04
9.789	1.71E+04
9.788994	1.72E+04
9.788994	1.74E+04
9.788994	1.69E+04
9.788992	1.74E+04
9.789	1.71E+04
9.789	1.70E+04
9.788997	1.72E+04
9.788999	1.71E+04
9.789001	1.72E+04
9.788994	1.74E+04
9.789	1.71E+04
9.789	1.74E+04
9.789001	1.73E+04
9.789	1.71E+04
9.788994	1.71E+04
9.788994	1.72E+04
9.789002	1.72E+04
9.789	1.74E+04
9.788994	1.71E+04
9.789	1.74E+04
9.788993	1.70E+04
9.788994	1.70E+04
9.789004	1.72E+04
9.789	1.71E+04
9.789	1.72E+04
9.789	1.73E+04
9.788997	1.73E+04
9.789	1.70E+04
9.789	1.71E+04
9.789	1.68E+04
9.789	1.73E+04
9.788994	1.73E+04
9.789	1.71E+04
9.789	1.72E+04
9.789	1.73E+04
9.788999	1.69E+04
9.789	1.74E+04
9.789	1.70E+04
9.788994	1.70E+04
9.789002	1.72E+04
9.788993	1.70E+04
9.789	1.73E+04
9.788994	1.69E+04
9.789	1.73E+04
9.789	1.70E+04
9.788994	1.71E+04
9.788994	1.71E+04
9.789	1.71E+04
9.789	1.73E+04
9.789	1.70E+04
9.789	1.71E+04
9.788993	1.70E+04
9.789	1.72E+04
9.788994	1.72E+04
9.788994	1.70E+04
9.789	1.73E+04
9.788993	1.70E+04
9.789	1.70E+04
9.789	1.72E+04
9.789	1.71E+04
9.789	1.73E+04
9.789	1.73E+04
9.789	1.70E+04
9.788992	1.71E+04
9.789	1.74E+04
9.788994	1.72E+04
9.788999	1.69E+04
9.788992	1.70E+04
9.789	1.70E+04
9.789	1.73E+04
9.789	1.71E+04
9.789	1.72E+04
9.789	1.73E+04
9.788994	1.72E+04
9.789	1.71E+04
9.789	1.72E+04
9.788999	1.71E+04
9.789	1.73E+04
9.789002	1.71E+04
9.789	1.69E+04
9.788994	1.72E+04
9.788994	1.70E+04
9.788994	1.71E+04
9.788994	1.70E+04
9.788994	1.72E+04
9.788997	1.71E+04
9.788994	1.73E+04
9.788994	1.73E+04
9.789	1.71E+04
9.789	1.71E+04
9.789	1.70E+04
9.789	1.70E+04
9.789	1.72E+04
9.788997	1.72E+04
9.789	1.72E+04
9.788994	1.69E+04
9.789	1.70E+04
9.789004	1.73E+04
9.788992	1.71E+04
9.788993	1.71E+04
9.789	1.69E+04
9.788993	1.71E+04
9.789	1.70E+04
9.788999	1.74E+04
9.788994	1.72E+04
9.789	1.71E+04
9.789	1.70E+04
9.789	1.71E+04
9.788997	1.70E+04
9.789	1.70E+04
9.789	1.69E+04
9.789	1.73E+04
9.789	1.70E+04
9.788994	1.72E+04
9.788999	1.72E+04
9.789	1.73E+04
9.788999	1.69E+04
9.789	1.71E+04
9.789	1.69E+04
9.789	1.71E+04
9.789	1.71E+04
9.789	1.69E+04
9.788997	1.75E+04
9.788997	1.71E+04
9.789	1.73E+04
9.788994	1.73E+04
9.789	1.72E+04
9.789	1.74E+04
9.789	1.71E+04
9.789	1.73E+04
9.789	1.72E+04
9.788994	1.71E+04
9.789	1.72E+04
9.789	1.73E+04
9.789	1.71E+04
9.789	1.70E+04
9.788994	1.70E+04
9.789	1.69E+04
9.788994	1.70E+04
9.789	1.73E+04
9.789	1.72E+04
9.788993	1.70E+04
9.789	1.70E+04
9.789	1.71E+04
9.789	1.71E+04
9.788994	1.71E+04
9.789	1.72E+04
9.788997	1.74E+04
9.788994	1.72E+04
9.788994	1.71E+04
9.789	1.70E+04
9.789	1.73E+04
9.789	1.74E+04
9.788994	1.70E+04
9.789	1.70E+04
9.789	1.69E+04
9.789	1.71E+04
9.789	1.72E+04
9.789	1.71E+04
9.789	1.74E+04
9.789001	1.70E+04
9.788999	1.69E+04
9.789	1.73E+04
9.788994	1.71E+04
9.789	1.69E+04
9.789	1.71E+04
9.789	1.74E+04
9.789	1.71E+04
9.788994	1.70E+04
9.789	1.73E+04
9.788994	1.71E+04
9.788994	1.72E+04
9.789	1.70E+04
9.788997	1.72E+04
9.789	1.73E+04
9.789	1.72E+04
9.788994	1.70E+04
9.788998	1.72E+04
9.788999	1.73E+04
9.789	1.73E+04
9.789	1.70E+04
9.789	1.71E+04
9.789	1.72E+04
9.789001	1.73E+04
9.788994	1.75E+04
9.788994	1.70E+04
9.789	1.72E+04
9.789	1.71E+04
9.788992	1.72E+04
9.789	1.68E+04
9.788992	1.70E+04
9.788994	1.73E+04
9.789	1.72E+04
9.788994	1.70E+04
9.789	1.71E+04
9.789	1.70E+04
9.789	1.72E+04
9.788994	1.73E+04
9.789	1.71E+04
9.788999	1.72E+04
9.789	1.71E+04
9.789	1.70E+04
9.789	1.69E+04
9.789	1.69E+04
9.788993	1.72E+04
9.789	1.72E+04
9.788992	1.70E+04
9.789	1.70E+04
9.789	1.74E+04
9.789	1.71E+04
9.789	1.73E+04
9.789002	1.71E+04
9.789	1.74E+04
9.789	1.71E+04
9.789	1.70E+04
9.789	1.71E+04
9.789	1.71E+04
9.789	1.73E+04
9.789	1.72E+04
9.789	1.73E+04
9.789001	1.71E+04
9.789	1.73E+04
9.789	1.72E+04
9.789	1.71E+04
9.788994	1.70E+04
9.788994	1.71E+04
9.789	1.71E+04
9.789	1.71E+04
9.788993	1.69E+04
9.788994	1.71E+04
9.789	1.71E+04
9.788995	1.73E+04
9.789	1.71E+04
9.789	1.70E+04
9.788994	1.71E+04
9.789	1.73E+04
9.789	1.69E+04
9.789	1.70E+04
9.788999	1.69E+04
9.789	1.74E+04
9.789	1.72E+04
9.789	1.72E+04
9.789	1.72E+04
9.788992	1.73E+04
9.789	1.71E+04
9.789	1.71E+04
9.788993	1.71E+04
9.789	1.72E+04
9.789	1.71E+04
9.789	1.72E+04
9.788994	1.72E+04
9.789	1.72E+04
9.789	1.71E+04
9.789	1.71E+04
9.789	1.72E+04
9.789	1.71E+04
9.789	1.72E+04
9.788993	1.71E+04
9.788994	1.71E+04
9.789	1.75E+04
9.788993	1.69E+04
9.789	1.73E+04
9.788992	1.74E+04
9.789	1.71E+04
9.789	1.70E+04
9.789	1.71E+04
9.788994	1.73E+04
9.789	1.71E+04
9.789	1.70E+04
9.788998	1.73E+04
9.789	1.72E+04
9.788993	1.72E+04
9.788997	1.69E+04
9.789	1.73E+04
9.788994	1.72E+04
9.788999	1.71E+04
9.788998	1.71E+04
9.789	1.70E+04
9.788997	1.71E+04
9.788993	1.69E+04
9.788994	1.71E+04
9.789	1.71E+04
9.789	1.69E+04
9.789	1.72E+04
9.789	1.70E+04
9.788993	1.70E+04
9.789	1.71E+04
9.789	1.74E+04
9.788993	1.70E+04
9.788992	1.70E+04
9.788994	1.71E+04
9.788993	1.72E+04
9.789	1.73E+04
9.788994	1.72E+04
9.789	1.74E+04
9.789	1.72E+04
9.788991	1.70E+04
9.789	1.70E+04
9.788993	1.74E+04
9.789004	1.73E+04
9.789	1.71E+04
9.788994	1.71E+04
9.789	1.72E+04
9.789	1.73E+04
9.788994	1.71E+04
9.789	1.71E+04
9.789	1.72E+04
9.788994	1.71E+04
9.788994	1.71E+04
9.788991	1.72E+04
9.789	1.70E+04
9.789	1.71E+04
9.789	1.71E+04
9.788999	1.74E+04
9.788994	1.71E+04
9.789	1.70E+04
9.789	1.70E+04
9.788994	1.69E+04
9.788994	1.71E+04
9.789	1.71E+04
9.788994	1.70E+04
9.789	1.72E+04
9.788994	1.70E+04
9.788997	1.71E+04
9.789	1.72E+04
9.788994	1.71E+04
9.789	1.73E+04
9.789	1.71E+04
9.789	1.73E+04
9.788993	1.73E+04
9.789	1.72E+04
9.789	1.70E+04
9.788994	1.71E+04
9.789	1.70E+04
9.788994	1.71E+04
9.789	1.73E+04
9.789	1.72E+04
9.788992	1.73E+04
9.789	1.70E+04
9.789001	1.71E+04
9.789	1.71E+04
9.789	1.72E+04
9.789001	1.70E+04
9.789	1.71E+04
9.789	1.72E+04
9.788997	1.71E+04
9.789	1.74E+04
9.788999	1.73E+04
9.788999	1.72E+04
9.789	1.71E+04
9.789	1.71E+04
9.788997	1.67E+04
9.789	1.70E+04
9.789	1.69E+04
9.788997	1.76E+04
9.789001	1.72E+04
9.789	1.70E+04
9.788993	1.71E+04
9.788994	1.72E+04
9.788994	1.67E+04
9.789	1.73E+04
9.789	1.75E+04
9.788994	1.71E+04
9.788994	1.72E+04
9.788994	1.70E+04
9.789	1.74E+04
9.789	1.70E+04
9.789	1.71E+04
9.789	1.70E+04
9.789	1.72E+04
9.789	1.73E+04
9.789	1.72E+04
9.788993	1.72E+04
9.788994	1.72E+04
9.788994	1.71E+04
9.789	1.70E+04
9.788994	1.71E+04
9.789	1.71E+04
9.788994	1.69E+04
9.789	1.73E+04
9.789	1.71E+04
9.789	1.71E+04
9.789	1.71E+04
9.788994	1.73E+04
9.789	1.72E+04
9.789	1.71E+04
9.789	1.73E+04
9.789	1.71E+04
9.788999	1.71E+04
9.789	1.70E+04
9.789	1.72E+04
9.788997	1.70E+04
9.789	1.73E+04
9.789	1.71E+04
9.788994	1.74E+04
9.789	1.72E+04
9.789	1.70E+04
9.788997	1.73E+04
9.789	1.71E+04
9.788994	1.70E+04
9.789	1.71E+04
9.789	1.74E+04
9.789	1.72E+04
9.788994	1.70E+04
9.788994	1.74E+04
9.789	1.71E+04
9.789	1.71E+04
9.788994	1.69E+04
9.788994	1.72E+04
9.789	1.70E+04
9.788998	1.74E+04
9.789	1.72E+04
9.789	1.74E+04
9.789	1.71E+04
9.789	1.69E+04
9.789	1.70E+04
9.789	1.72E+04
9.789	1.71E+04
9.789	1.72E+04
9.788994	1.72E+04
9.789	1.73E+04
9.788994	1.72E+04
9.789	1.70E+04
9.789	1.72E+04
9.789	1.71E+04
9.789	1.70E+04
9.789	1.70E+04
9.789	1.71E+04
9.789	1.71E+04
9.789	1.69E+04
9.789	1.71E+04
9.789	1.72E+04
9.789	1.70E+04
9.788997	1.75E+04
9.789	1.74E+04
9.789	1.73E+04
9.788994	1.70E+04
9.788994	1.72E+04
9.789001	1.71E+04
9.789002	1.71E+04
9.789	1.71E+04
9.789	1.72E+04
9.788994	1.70E+04
9.788992	1.72E+04
9.789	1.71E+04
9.788997	1.74E+04
9.788992	1.73E+04
9.789	1.69E+04
9.788994	1.72E+04
9.788994	1.70E+04
9.788991	1.73E+04
9.789	1.70E+04
9.789	1.71E+04
9.789	1.71E+04
9.789	1.71E+04
9.789	1.69E+04
9.788993	1.72E+04
9.789	1.69E+04
9.789	1.70E+04
9.789	1.70E+04
9.789	1.72E+04
9.788994	1.73E+04
9.789	1.70E+04
9.789	1.70E+04
9.789	1.73E+04
9.788993	1.72E+04
9.789	1.70E+04
9.789001	1.73E+04
9.788999	1.70E+04
9.788993	1.71E+04
9.789	1.69E+04
9.788991	1.73E+04
9.788994	1.70E+04
9.788993	1.72E+04
9.789	1.72E+04
9.789	1.71E+04
9.788994	1.70E+04
9.789	1.71E+04
9.789	1.69E+04
9.789	1.74E+04
9.788997	1.70E+04
9.789	1.69E+04
9.789	1.73E+04
9.789	1.68E+04
9.788994	1.72E+04
9.788999	1.71E+04
9.788994	1.72E+04
9.788994	1.71E+04
9.788994	1.72E+04
9.789	1.72E+04
9.789	1.72E+04
9.789	1.71E+04
9.789	1.74E+04
9.788994	1.70E+04
9.789	1.72E+04
9.788994	1.71E+04
9.788994	1.72E+04
9.788994	1.71E+04
9.788999	1.72E+04
9.789	1.67E+04
9.789	1.69E+04
9.789	1.75E+04
9.788997	1.71E+04
9.789	1.71E+04
9.789	1.70E+04
9.789	1.71E+04
9.788994	1.70E+04
9.789	1.72E+04
9.789	1.70E+04
9.789001	1.71E+04
9.789	1.70E+04
9.788994	1.71E+04
9.789	1.73E+04
9.788994	1.72E+04
9.789	1.71E+04
9.788994	1.70E+04
9.788994	1.74E+04
9.789004	1.71E+04
9.788994	1.74E+04
9.788994	1.75E+04
9.789	1.74E+04
9.788999	1.72E+04
9.789	1.69E+04
9.789	1.71E+04
9.789	1.71E+04
9.788993	1.72E+04
9.789	1.71E+04
9.788994	1.70E+04
9.789	1.71E+04
9.789	1.73E+04
9.789001	1.72E+04
9.788998	1.73E+04
9.789	1.72E+04
9.789	1.69E+04
9.789	1.71E+04
9.789	1.70E+04
9.788994	1.74E+04
9.788993	1.72E+04
9.789	1.71E+04
9.788992	1.73E+04
9.789	1.75E+04
9.789001	1.71E+04
9.788994	1.72E+04
9.788992	1.71E+04
9.789	1.73E+04
9.788992	1.73E+04
9.788994	1.73E+04
9.788994	1.69E+04
9.789	1.73E+04
9.789	1.70E+04
9.789	1.71E+04
9.788997	1.74E+04
9.789	1.74E+04
9.789	1.71E+04
9.788994	1.71E+04
9.788992	1.69E+04
9.788999	1.71E+04
9.789	1.70E+04
9.789	1.72E+04
9.789	1.72E+04
9.789	1.73E+04
9.789	1.73E+04
9.789	1.71E+04
9.789	1.73E+04
9.789	1.70E+04
9.788994	1.72E+04
9.789	1.72E+04
9.789	1.70E+04
9.788994	1.72E+04
9.788994	1.71E+04
9.789	1.71E+04
9.789	1.73E+04
9.789	1.67E+04
9.788999	1.69E+04
9.789	1.67E+04
9.789	1.70E+04
9.789	1.73E+04
9.789	1.71E+04
9.789	1.69E+04
9.789	1.70E+04
9.788999	1.73E+04
9.789	1.72E+04
9.788999	1.71E+04
9.789	1.72E+04
9.789	1.69E+04
9.789	1.71E+04
9.789004	1.71E+04
9.789001	1.70E+04
9.789	1.73E+04
9.789	1.74E+04
9.788994	1.70E+04
9.789	1.73E+04
9.789	1.72E+04
9.789	1.72E+04
9.789001	1.69E+04
9.789	1.70E+04
9.789	1.71E+04
9.789	1.71E+04
9.789	1.72E+04
9.788992	1.70E+04
9.789	1.73E+04
9.788993	1.69E+04
9.788999	1.70E+04
9.789	1.69E+04
9.789	1.71E+04
9.789	1.73E+04
9.789	1.72E+04
9.789004	1.70E+04
9.789	1.69E+04
9.789	1.71E+04
9.789	1.71E+04
9.789	1.70E+04
9.789	1.74E+04
9.789	1.71E+04
9.789	1.72E+04
9.789	1.71E+04
9.789	1.70E+04
9.789	1.70E+04
9.789	1.72E+04
9.789	1.71E+04
9.789	1.74E+04
9.789	1.73E+04
9.789	1.71E+04
9.789	1.70E+04
9.789	1.71E+04
9.789	1.70E+04
9.789	1.70E+04
9.788994	1.73E+04
9.789001	1.70E+04
9.788994	1.70E+04
9.789	1.71E+04
9.788994	1.75E+04
9.788994	1.68E+04
9.789	1.73E+04
9.789	1.72E+04
9.789	1.70E+04
9.789	1.68E+04
9.789	1.71E+04
9.789	1.72E+04
9.788997	1.72E+04
9.789	1.72E+04
9.789	1.70E+04
9.789004	1.72E+04
9.789	1.72E+04
9.788995	1.70E+04
9.789	1.70E+04
9.789	1.70E+04
9.789	1.71E+04
9.789	1.70E+04
9.789	1.71E+04
9.789	1.73E+04
9.789	1.74E+04
9.789	1.72E+04
9.789005	1.73E+04
9.789	1.73E+04
9.789	1.71E+04
9.788998	1.70E+04
9.788999	1.71E+04
9.788994	1.72E+04
9.789	1.72E+04
9.789	1.72E+04
9.788997	1.71E+04
9.789	1.73E+04
9.789	1.72E+04
9.789	1.70E+04
9.789	1.74E+04
9.788999	1.73E+04
9.789	1.72E+04
9.789	1.71E+04
9.788999	1.73E+04
9.789	1.72E+04
9.788993	1.70E+04
9.788994	1.70E+04
9.789	1.73E+04
9.788999	1.75E+04
9.788994	1.74E+04
9.789	1.71E+04
9.789	1.70E+04
9.788999	1.68E+04
9.789	1.71E+04
9.789	1.71E+04
9.788994	1.71E+04
9.789	1.73E+04
9.788999	1.69E+04
9.789	1.73E+04
9.789	1.71E+04
9.789001	1.72E+04
9.788992	1.72E+04
9.789	1.73E+04
9.788999	1.73E+04
9.789	1.70E+04
9.789	1.71E+04
9.789	1.72E+04
9.789	1.72E+04
9.788992	1.72E+04
9.788994	1.70E+04
9.789	1.71E+04
9.788994	1.72E+04
9.789	1.71E+04
9.789	1.72E+04
9.789	1.71E+04
9.788999	1.72E+04
9.789	1.70E+04
9.789	1.71E+04
9.789	1.70E+04
9.789	1.72E+04
9.788999	1.73E+04
9.789004	1.71E+04
9.789	1.72E+04
9.788997	1.71E+04
9.788999	1.73E+04
9.789	1.72E+04
9.789	1.71E+04
9.789	1.70E+04
9.789004	1.72E+04
9.789	1.70E+04
9.788997	1.72E+04
9.789	1.70E+04
9.788994	1.73E+04
9.788992	1.72E+04
9.789	1.72E+04
9.789	1.72E+04
9.789	1.73E+04
9.788999	1.72E+04
9.788993	1.71E+04
9.789	1.73E+04
9.788993	1.70E+04
9.788994	1.75E+04
9.788994	1.74E+04
9.789	1.72E+04
9.789	1.72E+04
9.789	1.71E+04
9.789	1.70E+04
9.789	1.71E+04
9.788993	1.72E+04
9.789	1.71E+04
9.788994	1.71E+04
9.789	1.71E+04
9.788994	1.70E+04
9.789	1.71E+04
9.789	1.71E+04
9.789	1.73E+04
9.789	1.70E+04
9.788994	1.71E+04
9.788994	1.73E+04
9.789	1.71E+04
9.789	1.71E+04
9.788997	1.70E+04
9.789	1.73E+04
9.789001	1.69E+04
9.789	1.72E+04
9.788994	1.71E+04
9.789	1.73E+04
9.789	1.72E+04
9.789	1.71E+04
9.789	1.69E+04
9.789	1.68E+04
9.789	1.75E+04
9.789	1.72E+04
9.789	1.72E+04
9.789	1.73E+04
9.789	1.71E+04
9.789	1.72E+04
9.789	1.71E+04
9.789	1.72E+04
9.789	1.72E+04
9.789	1.72E+04
9.789	1.72E+04
9.789	1.71E+04
9.789	1.72E+04
9.789	1.69E+04
9.789	1.69E+04
9.789	1.73E+04
9.789	1.72E+04
9.789	1.70E+04
9.789	1.71E+04
9.789	1.72E+04
9.789	1.70E+04
9.789	1.73E+04
9.789	1.74E+04
9.789	1.73E+04
9.789	1.72E+04
9.789	1.73E+04
9.789	1.70E+04
9.789	1.73E+04
9.789	1.73E+04
9.789	1.72E+04
9.789	1.69E+04
9.789	1.71E+04
9.789	1.73E+04
9.789	1.75E+04
9.789	1.72E+04
9.789	1.73E+04
9.789	1.70E+04
9.789	1.69E+04
9.789	1.70E+04
9.789	1.74E+04
9.789	1.71E+04
9.789	1.68E+04
9.789	1.71E+04
9.789	1.71E+04
9.789	1.71E+04
9.789	1.69E+04
9.789	1.72E+04
9.789	1.72E+04
9.789	1.70E+04
9.789	1.71E+04
9.789	1.70E+04
9.789	1.72E+04
9.789	1.70E+04
9.789	1.71E+04
9.789	1.71E+04
9.789	1.72E+04
9.789	1.70E+04
9.789	1.71E+04
9.789	1.70E+04
9.789	1.72E+04
9.789	1.71E+04
9.789	1.72E+04
9.789	1.71E+04
9.789	1.71E+04
9.789	1.71E+04
9.789	1.71E+04
9.789	1.72E+04
9.789	1.72E+04
9.789	1.70E+04
9.789	1.72E+04
9.789	1.72E+04
9.789	1.72E+04
9.789	1.72E+04
9.789	1.71E+04
9.789	1.72E+04
9.789	1.69E+04
9.789	1.74E+04
9.789	1.71E+04
9.789	1.70E+04
9.789	1.71E+04
9.789	1.72E+04
9.789	1.74E+04
9.789	1.69E+04
9.789	1.72E+04
9.789	1.71E+04
9.789	1.71E+04
9.789	1.71E+04
9.789	1.71E+04
9.789	1.71E+04
9.789	1.71E+04
9.789	1.70E+04
9.789	1.70E+04
9.789	1.73E+04
9.789	1.71E+04
9.789	1.70E+04
9.789	1.70E+04
9.789	1.71E+04
9.789	1.70E+04
9.789	1.70E+04
9.789	1.71E+04
9.789	1.71E+04
9.789	1.72E+04
9.789	1.71E+04
9.789	1.72E+04
9.789	1.71E+04
9.789	1.71E+04
9.789	1.73E+04
9.789	1.72E+04
9.789	1.69E+04
9.789	1.70E+04
9.789	1.74E+04
9.789	1.72E+04
9.789	1.72E+04
9.789	1.73E+04
9.789	1.69E+04
9.789	1.71E+04
9.789	1.72E+04
9.789	1.73E+04
9.789	1.70E+04
9.789	1.72E+04
9.789	1.72E+04
9.789	1.71E+04
9.789	1.73E+04
9.789	1.72E+04
9.789	1.72E+04
9.789	1.72E+04
9.789	1.70E+04
9.789	1.72E+04
9.789	1.72E+04
9.789	1.74E+04
9.789	1.70E+04
9.789	1.72E+04
9.789	1.72E+04
9.789	1.71E+04
9.789	1.70E+04
9.789	1.68E+04
9.789	1.70E+04
9.789	1.71E+04
9.789	1.74E+04
9.789	1.71E+04
9.789	1.70E+04
9.789	1.70E+04
9.789	1.73E+04
9.789	1.69E+04
9.789	1.70E+04
9.789	1.71E+04
9.789	1.69E+04
9.789	1.73E+04
9.789	1.70E+04
9.789	1.72E+04
9.789	1.72E+04
9.789	1.73E+04
9.789	1.71E+04
9.789	1.69E+04
9.789	1.71E+04
9.789	1.74E+04
9.789	1.71E+04
9.789	1.71E+04
9.789	1.72E+04
9.789	1.71E+04
9.789	1.71E+04
9.789	1.71E+04
9.789	1.71E+04
9.789	1.70E+04
9.789	1.69E+04
9.789	1.72E+04
9.789	1.70E+04
9.789	1.73E+04
9.789	1.72E+04
9.789	1.71E+04
9.789	1.74E+04
9.789	1.73E+04
9.789	1.73E+04
9.789	1.71E+04
9.789	1.73E+04
9.789	1.72E+04
9.789	1.72E+04
9.789	1.72E+04
9.789	1.72E+04
9.789	1.72E+04
9.789	1.71E+04
9.789	1.72E+04
9.789	1.72E+04
9.789	1.73E+04
9.789	1.73E+04
9.789	1.70E+04
9.789	1.71E+04
9.789	1.69E+04
9.789	1.71E+04
9.789	1.71E+04
9.789	1.73E+04
9.789	1.72E+04
9.789	1.72E+04
9.789	1.74E+04
9.789	1.70E+04
9.789	1.73E+04
9.789	1.71E+04
9.789	1.72E+04
9.789	1.71E+04
9.789	1.72E+04
9.789	1.72E+04
9.789	1.73E+04
9.789	1.71E+04
9.789	1.73E+04
9.789	1.71E+04
9.789	1.70E+04
9.789	1.73E+04
9.789	1.72E+04
9.789	1.71E+04
9.789	1.73E+04
9.789	1.72E+04
9.789	1.73E+04
9.789	1.71E+04
9.789	1.71E+04
9.789	1.71E+04
9.789	1.71E+04
9.789	1.70E+04
9.789	1.70E+04
9.789	1.69E+04
9.789	1.71E+04
9.789	1.70E+04
9.789	1.71E+04
9.789	1.70E+04
9.789	1.70E+04
9.789	1.72E+04
9.789	1.73E+04
9.789	1.70E+04
9.789	1.72E+04
9.789	1.68E+04
9.789	1.72E+04
9.789	1.71E+04
9.789	1.73E+04
9.789	1.73E+04
